,region_description,data_item_description,sex_description,age_description,adjustment_type_description,observation_month,observation_value
209,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-06,NaN
210,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-07,NaN
211,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-08,NaN
212,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-09,NaN
213,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-10,NaN
214,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-11,NaN
215,Northern Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-12,NaN
0,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-01,3.4913449
1,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-02,3.9405255
2,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-03,5.1597762
3,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-04,4.9672035
4,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-05,3.3761972
5,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-06,2.4168014
6,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-07,3.472169
7,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-08,3.3993707
8,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-09,3.3239408
9,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-10,2.6914175
10,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-11,2.6589911
11,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2019-12,2.5898912
12,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-01,2.9894949
13,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-02,2.3888812
14,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-03,3.1194352
15,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-04,3.9413633
16,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-05,3.6552363
17,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-06,4.6619614
18,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-07,5.1979099
19,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-08,4.6186815
20,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-09,4.2371458
21,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-10,3.4966023
22,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-11,3.7155734
23,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Original,2020-12,3.6569879
24,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-01,3.1705542
25,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-02,3.5216259
26,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-03,4.0022566
27,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-04,5.6804362
28,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-05,3.749484
29,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-06,3.2976927
30,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-07,3.5839183
31,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-08,3.2863157
32,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-09,3.2291592
33,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-10,2.9176212
34,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-11,2.7726654
35,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-12,2.444817
36,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-01,2.7033505
37,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-02,2.1336494
38,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-03,2.399268
39,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-04,4.543052
40,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-05,4.0671072
41,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-06,6.3094371
42,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-07,5.3287826
43,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-08,4.5958341
44,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-09,4.1294296
45,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-10,3.8031882
46,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-11,3.8739077
47,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-12,3.4389086
48,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-01,NaN
49,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-02,NaN
50,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-03,NaN
51,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-04,NaN
52,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-05,NaN
53,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-06,NaN
54,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-07,NaN
55,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-08,NaN
56,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-09,NaN
57,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-10,NaN
58,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-11,NaN
59,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2019-12,NaN
60,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-01,NaN
61,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-02,NaN
62,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-03,NaN
63,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-04,NaN
64,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-05,NaN
65,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-06,NaN
66,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-07,NaN
67,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-08,NaN
68,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-09,NaN
69,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-10,NaN
70,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-11,NaN
71,Australian Capital Territory,Unemployment rate (%),Males,15 and over,Trend,2020-12,NaN
72,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-01,3.8628613
73,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-02,3.316682
74,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-03,2.9786089
75,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-04,4.4673804
76,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-05,4.5838758
77,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-06,2.1846205
78,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-07,3.3608635
79,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-08,4.1681157
80,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-09,3.1538581
81,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-10,2.9659451
82,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-11,2.6913694
83,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2019-12,3.0263999
84,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-01,3.4182322
85,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-02,4.1200812
86,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-03,3.7316115
87,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-04,4.2126534
88,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-05,3.8836219
89,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-06,3.5684997
90,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-07,3.6991681
91,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-08,3.9320514
92,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-09,3.3455039
93,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-10,3.8771482
94,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-11,3.5209449
95,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Original,2020-12,3.5107174
96,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-01,3.5061599
97,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-02,2.6718802
98,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-03,3.1871232
99,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-04,4.165216
100,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-05,4.8386124
101,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-06,2.2822311
102,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-07,3.4429869
103,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-08,3.8302875
104,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-09,3.3334615
105,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-10,3.0386402
106,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-11,3.1043787
107,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-12,3.397676
108,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-01,3.0983668
109,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-02,3.3267215
110,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-03,4.0014031
111,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-04,3.9001379
112,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-05,4.1315685
113,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-06,3.7091727
114,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-07,3.7854533
115,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-08,3.6940019
116,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-09,3.5410831
117,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-10,3.9907947
118,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-11,4.0633162
119,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-12,3.936712
120,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-01,NaN
121,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-02,NaN
122,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-03,NaN
123,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-04,NaN
124,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-05,NaN
125,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-06,NaN
126,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-07,NaN
127,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-08,NaN
128,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-09,NaN
129,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-10,NaN
130,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-11,NaN
131,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2019-12,NaN
132,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-01,NaN
133,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-02,NaN
134,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-03,NaN
135,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-04,NaN
136,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-05,NaN
137,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-06,NaN
138,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-07,NaN
139,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-08,NaN
140,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-09,NaN
141,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-10,NaN
142,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-11,NaN
143,Australian Capital Territory,Unemployment rate (%),Females,15 and over,Trend,2020-12,NaN
144,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-01,3.673682
145,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-02,3.6345408
146,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-03,4.088247
147,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-04,4.7249304
148,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-05,3.9676849
149,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-06,2.3043998
150,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-07,3.4177966
151,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-08,3.7771273
152,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-09,3.2408627
153,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-10,2.8258688
154,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-11,2.6748764
155,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2019-12,2.8051637
156,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-01,3.1979301
157,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-02,3.2530559
158,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-03,3.4221335
159,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-04,4.0745815
160,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-05,3.7666562
161,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-06,4.1237001
162,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-07,4.4644066
163,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-08,4.2744632
164,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-09,3.7955982
165,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-10,3.6872945
166,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-11,3.6186579
167,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Original,2020-12,3.5833308
168,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-01,3.3361334
169,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-02,3.1042009
170,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-03,3.6004648
171,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-04,4.948568
172,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-05,4.2849905
173,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-06,2.8070191
174,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-07,3.515043
175,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-08,3.5530035
176,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-09,3.2802094
177,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-10,2.9769458
178,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-11,2.934711
179,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-12,2.913033
180,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-01,2.8964063
181,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-02,2.7290192
182,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-03,3.1924249
183,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-04,4.2282383
184,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-05,4.098669
185,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-06,5.037129
186,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-07,4.5731399
187,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-08,4.1456711
188,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-09,3.8374122
189,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-10,3.8972771
190,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-11,3.9678578
191,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-12,3.6887902
192,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-01,NaN
193,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-02,NaN
194,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-03,NaN
195,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-04,NaN
196,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-05,NaN
197,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-06,NaN
198,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-07,NaN
199,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-08,NaN
200,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-09,NaN
201,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-10,NaN
202,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-11,NaN
203,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2019-12,NaN
204,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-01,NaN
205,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-02,NaN
206,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-03,NaN
207,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-04,NaN
208,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-05,NaN
209,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-06,NaN
210,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-07,NaN
211,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-08,NaN
212,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-09,NaN
213,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-10,NaN
214,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-11,NaN
215,Australian Capital Territory,Unemployment rate (%),Persons,15 and over,Trend,2020-12,NaN
